RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30
2553,696,Somerset County,County,PA,PA,Somerset,42,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101364,101333,101036,100778,100428,100003,99455,98760,98250,97682,97545,97611,97735,97743,97597,97723,97691,97784,97681,97589,97386,97072,96899,96715,96569,96215,96007,95859,95824,95553,95334,95005,94862,94627,94626,94620,94782,94901,95131,95265,95372,95303,95332,95282,95258,95116,95126,95219,95420,95614,95804,95992,96115,96239,96310,96306,96265,96191,96327,96518,96760,96993,97357,97780,98180,98542,98848,99103,99302,99372,99439,99496,99815,100111,100463,100685,100937,101148,101358,101459,101503,101438,101514,101800,102214,102697,103134,103633,104028,104386,104583,104881,105059,105293,105487,105851,106283,106644,107026,107438,107848,108214,108586,108974,109324,109648,109984,110295,110635,111038,111516,111935,112370,112560,112710,112766,112961,113178,113344,113667,114107,114683,115171,115658,116156,116615,117011,117368,117795,118139,118242,118163,118199,118432,118746,119070,119324,119606,119862,119898,120075,120158,,122314,,125792,127502,128703,129941,131193,132345,133329,134609,135758,136851,139333,141700,143752,143870,144107
2567,697,Sullivan County,County,NY,NY,,36,105,89296,90011,90473,91393,92105,92884,93621,94306,94845,95357,95997,96870,97891,98720,99359,99871,100614,101484,102357,103223,103698,104529,105252,106418,107377,108335,109427,110758,112375,113953,115033,116141,117175,118324,119381,120542,121929,123446,124713,126049,127081,128518,129753,131975,133941,134628,,133003,133692,135126,136480,137770,139575,141688,144155,145850,147324,148714,150448,152337,154056,155743,157439,159198,156390,152974,149210,151181,153245,156139,158086,160728,163058,164384,164770,165204,166188,167086,167033,167377,168222,169255,169370,169318,169276,169335,169500,169935,171032,172293,173926,175121,176453,177824,179344,180622,181488,181964,182086,181427,180985,180365,179754,178780,177993,177523,177137,176761,176499,176267,175829,175205,174510,173902,173196,172307,171039,170343,169687,170058,170050,170494,170492,170646,170730,170948,171084,171014,170788,170625,170660,170346,169826,169055,168499,167908,167523,167147,166969,166565,166328,166223,166397,166243,165773,165454,165246,165122,164778,164557,164457,164331,164216,164089,164142,164203,164320,164501,164835,165219,165404,165434,165380,165163,164731,164332,164111,164011,163928,164117,164440,164789,164807,164966,165280,165789,166235,166546,166894,167081,167154,167141,167188,167314,167196,166909,166293,165683,165202,164793,164367,163883,163713,163884,164230,,157448,153972,,154494,152901,151879,151778,151997,149583,146371,143832,142708,142995,143241,143601,144349,144089,144126,144452,146290,148493,151931,155370,159271,159705,158910,157530,158021,161271,162913,165422,166873,168501,167894,165427,163449,162366,162504,162093,160921,158920,157151,158282,160441,164467,167101,170643,170844,170494,169313,174714,181818,189098,192960,195240,197751,200125,203615,207837,212681,218680,224644,231067,238993,246839,252982,255727,259010,262622,266561,271954,277325
2733,698,Jefferson County,County,AR,AR,Pine Bluff,5,69,41459,41565,41632,41843,41993,42126,42178,42275,42411,42575,42810,43127,43475,43634,43693,43723,43883,44104,44311,44447,44536,44596,44609,44606,44608,44710,44798,44917,45094,45301,45531,45645,45778,45880,46009,46134,46238,46357,46439,46549,46718,46897,47071,47219,47398,47590,47739,47903,48077,48358,48635,48924,49157,49368,49562,49788,50030,50267,50421,50603,50899,51347,51754,52115,52414,52762,53122,53374,53620,53800,54077,54372,54676,54990,55277,55561,55764,55938,56068,56230,56365,56511,56622,56771,56918,57094,57271,57430,57471,57423,57341,57435,57546,57667,57608,57546,57446,57252,57111,56950,57093,57203,57535,57748,57997,58091,58179,58121,57836,57571,57393,57295,57070,56851,56688,56436,56108,55600,55260,55047,55002,55062,55009,55048,55090,55160,55127,55379,55745,56189,56220,56052,55880,55698,55597,55498,55396,55164,54819,54530,54517,54631,54724,54711,54761,54836,54795,54728,54624,54676,54720,54768,54783,54686,54621,54487,54447,54409,54496,54611,54703,54700,54633,54481,54307,54176,54022,53853,53557,53364,53119,52937,52781,52740,52765,52815,52841,52909,53052,53157,53256,53201,53189,53240,53285,53421,53407,53361,53337,53355,53453,53418,53447,53521,53703,53834,53940,54046,54216,54350,54433,54534,54674,54873,55096,55251,55438,55499,55559,55603,55673,55820,55733,55647,55514,55609,55680,55788,55883,55991,56168,56254,56430,56491,56511,56473,56652,56994,57356,57659,57944,58236,58463,58687,58918,59198,59427,59612,59582,59559,59535,59723,59985,60172,60133,60007,59971,60008,60097,60027,60498,60983,,63211,64323,64974,65735,66497,67166,67812,68339,68879,69294,70755,72242,74318,75357,76382
2659,699,Christian County,County,MO,MO,Springfield,29,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165412,163732,162681,160733,159606,158998,158460,158448,157949,158443,159037,159482,159331,158872,158878,158124,157071,156769,156377,155986,154598,153686,152452,150965,149541,148943,149018,149758,150323,150707,150144,149604,149161,148985,149439,150339,151528,152295,153051,153482,153884,154971,156317,157739,158945,160711,162291,163489,164082,165192,166293,167189,167175,166555,166725,167415,167778,167715,167950,168652,169879,171168,172249,172479,172626,173268,173659,173484,172860,172123,172269,172957,174857,176645,178008,178596,178149,177614,177404,177309,177610,177101,176625,176200,177204,179199,181067,182134,182482,182789,183411,183340,183033,182791,183350,184304,185177,185822,186290,186888,188059,188850,189948,190412,191504,192334,193459,194513,195428,196437,197314,198181,198923,199802,200083,200887,201873,203529,205109,206847,208744,210066,211332,212242,213023,213382,213990,215173,216706,217881,218498,219192,219681,220989,222575,224852,227490,229584,231940,236925,242727,248734,252107,255700,258581,260688,263005,261433,260495,259044,262310,266027,270960,276613,280798,284571,288417
2766,700,Kosciusko County,County,IN,IN,Warsaw,18,85,122314,122353,122762,123348,123936,124042,123750,123445,123543,123824,124494,125231,126400,127095,127691,127919,128429,128761,129152,130400,131809,133391,134124,134858,135492,136072,136625,137070,137528,137710,138396,138958,139703,139907,140258,140752,141435,142269,143066,143750,144245,144669,145141,145564,145941,146213,146559,147052,147793,148605,149391,150040,150615,151100,151568,151963,152281,152578,153033,153623,,,,,,,142238,142610,144866,145793,149015,150155,152237,152564,152110,152174,151839,152267,152024,152055,152911,153228,151807,149746,148566,149540,151118,152580,153568,153428,153213,152965,152761,152847,152135,151715,149084,147171,145434,145350,145226,145214,145226,144977,144477,144166,144036,144021,144019,144110,144108,144100,143909,143447,142720,141871,141190,140660,140490,140548,140481,140365,140199,140296,140398,140719,140947,141019,140608,140272,139846,139580,139252,138924,138684,138427,138402,138495,138564,138643,138575,138655,138573,138600,138312,138089,137846,137927,138085,,139659,139300,139117,140168,139446,139716,141202,,148103,147848,147176,147943,149933,151469,148316,143809,140447,139956,141454,141747,141412,140423,139867,139470,139880,141012,142295,143660,144876,146216,148260,148293,149324,149954,151844,152424,151296,151408,152013,153425,153937,154074,153135,152256,151561,152392,153010,153860,154698,155579,156498,157320,158080,158538,158603,158806,159422,160747,162154,163164,164047,164794,165732,166668,167511,168234,168258,168402,168596,169737,171160,172759,174186,175287,176047,176517,177050,177779,178863,179521,179737,180004,180955,182525,184055,185332,186640,187570,188173,188496,188903,189867,190523,191352,191840,192384,192919,193988,195635,197594,199154,200581,201946,203891,206234,208887,211582,214729,218452,221589,224841,227331,230770,233961,237519,240875,244065,246909
670,701,Payne County,County,OK,OK,Stillwater,40,119,90916,90994,91145,91396,91736,92088,92512,92914,93210,93545,93967,94551,95188,95665,96091,96413,96821,97179,97487,97736,98046,98464,98830,99133,99226,99447,99661,100005,100302,100570,100837,101106,101464,101844,102151,102472,102663,103023,103370,103818,104097,104272,104368,104593,104896,105343,105750,106216,106578,106934,107220,107523,107845,108108,108339,108678,109164,109857,110316,110728,111032,111594,112089,112585,113027,113650,113623,114136,114589,115700,116169,116588,116931,117388,117854,118442,118097,117549,117169,117622,119714,121717,123900,124672,125128,125426,125792,126150,126351,126533,126952,127407,127694,127940,128113,128363,128573,128914,126302,123703,121276,121696,122128,122392,122662,122788,122967,123187,123264,121561,119815,118239,118417,118594,118745,118712,118627,118549,118601,118652,118836,118823,118848,118811,119013,119197,119317,119325,119309,119127,118736,118298,117935,117719,117584,117500,117665,117851,118005,117990,118021,117980,118064,118105,118338,118529,118725,118959,119207,119477,119741,119860,119935,120185,120644,121127,121469,121721,122059,122304,122509,122655,122834,123052,123245,123376,123569,123821,124258,124762,125334,125897,126463,127017,127546,128010,128412,128747,129079,129483,129829,130302,130746,131361,131868,132387,132874,133314,133659,133821,134028,134312,134719,135063,135439,135847,136199,136504,136801,137115,137426,137787,137961,138207,138533,139180,139790,140333,140784,141178,141439,141697,141947,142370,142801,143343,143836,144062,144284,144509,144965,145331,145670,146124,146638,147144,147688,148162,148645,149127,149706,150250,150701,151063,151418,151819,152216,152644,,,157738,,157734,157650,157651,157708,157770,158161,158654,159451,160037,160635,161657,163372,163328,162533,162208,163704,165556,167625,168911,172983,174639,178144,179052,181867,184787,187355
3045,702,Twin Falls County,County,ID,ID,Twin Falls,16,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137333,137902,138370,139812,141369,143188,144548,145211,145729,146695,148452,150232,151705,153312,154940,155906,156461,157910,159819,161950,163152,164078,164794,165168,165755,165983,166083,165782,165495,165098,165169,165408,166006,166667,167007,167475,167840,168266,168209,167515,166756,165624,163829,162103,160635,160039,159325,158333,157061,155364,153622,151657,149827,147962,146558,145440,144661,143981,143419,142837,142123,141152,140301,139289,138021,136633,135303,134198,133126,131971,131006,130005,129419,128871,128762,128754,128965,129031,129180,129355,129744,130279,130797,131185,131410,131634,131977,132391,132973,133444,134089,134823,135632,136381,137151,138011,138817,139559,140280,141012,141725,142309,141913,141866,141861,,,151846,152808,153175,153404,153853,153650,154102,155287,156650,157550,158274,158668,158858,158807,159342,160111,161022,161721,162086,162900,164316,167011,169003,169888,169608,169488,169965,170835,172248,173612,174486,174942,175421,175596,174812,174485,175508,178319,181150,182993,184067,184976,185758,185970,187141,188478,190171,191282,192872,194569,195724,196739,197999,199978,201982,204779,206981,208792,210614,212494,215040,217411,219427,220614,221734,223381,225376,226722,227374,228363,229255,231194,232812,234707,235465,237362,239396,242916,245803,250779,256206,263427,269928,277052,283998,292239,302537,315049,327424,337972,345929,353150,359695,366453,373050,379766,386855
2195,703,Cheshire County,County,NH,NH,Keene,33,5,101836,102378,103141,104451,105670,106633,107639,108589,109729,111067,112293,113209,113952,115135,116567,117847,118905,119736,120561,121132,121882,122718,123865,124986,126134,127518,129006,130517,131561,132514,133498,134813,136131,137510,138560,139460,140277,141274,142396,143253,144192,144992,145985,147428,149297,151603,152920,153870,154534,156033,157720,159395,161237,163166,,160055,158627,160711,162992,167151,171410,175215,176899,178564,180046,181550,182903,182440,181846,182023,184238,185208,185399,185709,187078,188972,191030,192747,193972,195525,197579,199494,199840,200737,201812,203662,204155,204260,204029,204127,204021,204772,205866,207342,207227,206341,204529,203037,201957,200974,199500,197704,196274,195325,194339,193024,191917,191068,190852,190344,189630,188248,186493,184762,183243,182131,181075,179912,179126,178762,178673,178541,178358,178278,178186,178121,178152,178026,177771,177115,176688,176034,175540,174973,174561,174290,174066,174029,174049,173919,173471,172764,172307,171991,171962,171786,171895,171990,172120,172132,172203,172429,172520,172349,172254,172288,172485,172579,172896,173104,173518,173860,174468,174950,175263,175401,175672,176220,176908,177398,177919,178392,178956,179552,180338,180963,181340,181339,181742,182257,183174,183994,184945,185823,186599,187150,187516,187709,187873,188071,188455,188881,188252,,186697,186849,187739,187401,188242,188893,188570,188308,188398,189055,188741,188380,187828,188355,189200,190531,191226,192146,192989,194179,194386,195139,196189,197750,198626,199136,199737,200694,201945,203336,204564,205379,205966,206242,206406,207063,208299,209999,211116,212010,212906,213663,214460,214906,215114,215183,215698,216742,218251,219684,219077,218586,217857,220149,222251,224956,226952,229227,234503,240088,245665,248833,252680,257590,262483,267579,272734,277449,281628,285654,286242,289509,293801,300717
158,704,Erie County,County,OH,OH,Sandusky,39,43,106797,107054,107227,107685,108166,108410,108744,108939,109368,109734,110380,111175,112147,113055,113904,114654,115235,115841,116284,116345,116498,116757,117329,117622,117663,117600,117758,117941,118271,118425,118787,119062,119304,119436,119842,120333,120875,121292,121791,122261,122569,122751,124160,125480,126487,126299,126421,126878,127266,127568,127897,128401,128713,128889,128861,128838,128948,129174,129371,129471,129618,129836,130212,130289,130583,131000,131643,132177,132578,132727,132930,133059,133342,133531,133776,134022,134323,134413,134590,134725,135104,135355,135761,136010,136363,136681,137013,137368,137642,137939,138150,138270,138472,138757,138626,138531,138116,138610,138743,139099,,,,133192,132467,132110,132845,133430,133916,133591,133400,133072,132511,131953,130943,130820,131187,130895,130350,127759,125844,123146,122281,121759,122219,122879,123082,122973,123501,123983,123833,121779,120285,118991,118400,117687,117181,117013,117181,117675,117711,117534,116442,115398,114630,114289,114107,115645,117266,119998,119623,119506,118364,118554,117840,118671,119204,120615,120291,120048,118752,117472,116521,116287,116051,115265,114959,114762,114756,114187,114106,113692,114151,115218,117367,118738,119902,120547,121350,122108,123551,125020,125072,124529,124276,124084,124458,124497,124971,124823,124657,124435,124315,124415,125609,127143,128520,129116,128985,128532,127967,128753,130223,131527,132061,132239,132825,132997,133456,134244,135421,136231,135962,135405,135191,135607,135701,135554,134859,134916,135149,135484,135619,135510,136430,137628,139151,139941,140360,141585,143466,145151,145473,145005,144659,144616,145708,146328,146596,146073,146723,148034,149939,150125,150565,149715,148973,150091,152222,155844,158649,160356,162045,161948,163279,164427,166691,167362,168436,169409,171992,174480,177293,180967,185012,190190,195086,202061
805,705,White County,County,AR,AR,Searcy,5,145,78895,79035,79269,79555,79782,79873,79949,80102,80202,80413,80807,81329,81963,82169,82377,82475,82839,83109,83393,83557,83763,83985,84196,84344,84322,84329,84333,84459,84780,85181,85590,85730,85911,86113,86427,86664,86766,86914,87042,87245,87459,87712,87993,88293,88618,88988,89258,89546,89762,90164,90635,91305,,,,,87776,87819,87955,88263,87700,87162,86707,87517,88673,89668,90211,91038,91778,92730,93371,94097,94667,94986,95318,95587,95855,95975,96652,96621,96978,96775,97020,96954,96990,97298,97771,98286,98594,98833,98899,99150,99372,99955,100510,101111,101689,102132,102331,102291,102192,102059,102080,102083,102230,102150,102143,102101,102196,102285,102329,102245,102003,101801,101490,101246,100882,100627,100412,100274,100200,100187,100249,100369,100514,100648,100697,100821,100870,100826,100592,100308,99966,99676,99408,99283,99203,99339,99495,99506,99460,99376,99401,99318,99454,99630,99834,99933,100110,100346,100551,100817,101072,101338,101518,101689,101848,101980,102108,102170,102128,102120,102145,102201,102207,102256,102358,102439,102542,102732,102998,103247,103501,103759,103968,104263,104462,104750,104956,105190,105379,105537,105793,106076,106441,106772,107129,107375,107591,107774,108010,108303,108576,108945,109373,109809,110144,110470,110843,111289,111688,112149,112597,113083,113542,113911,114232,114542,114918,115287,115774,116267,116760,117086,117382,117732,118150,118554,118988,119353,119669,119938,120193,120542,120840,121266,121716,122281,122781,123299,123771,124237,124632,125458,126179,,,,,,117240,117134,118262,118514,118256,118087,117953,120382,122882,125612,127251,128930,130516,130891,131846,133168,135414,136973,138280,140425,142672,144840,145877,146897,148581,150859,154099,156713
3084,706,Bartholomew County,County,IN,IN,Columbus,18,5,,,,,,,,,,,,,,,,,,180900,181094,181106,181349,181617,181958,182181,178238,174475,170860,171543,172077,172394,172469,172537,172750,174219,175725,177123,176133,175394,174719,175188,175417,175776,176288,176668,177810,178628,179505,179621,180186,180665,181240,181703,182397,182597,182592,182620,182842,182994,182953,183738,184776,186064,186658,185327,183657,,,172773,171549,171213,169189,170330,170919,171373,168528,164149,159134,157956,156508,150804,142878,136375,134393,133825,133550,132915,132377,132924,135491,137837,139147,138431,137583,136392,135363,134863,134948,135304,135530,135410,135087,134779,134584,134393,134265,134155,133968,133522,133182,133020,132929,132705,132271,131772,131232,130850,130606,130385,129979,129497,129168,129148,129295,129368,129284,129161,129163,129128,129057,128847,128562,128072,127535,127067,126881,126709,126653,126547,126592,126746,127000,127219,127275,127145,126946,126849,126882,127012,127132,127291,127527,127833,128211,128509,128706,128719,128711,128745,128903,129103,129294,129341,129409,,,133253,,133167,134338,134993,136252,137785,138441,138939,139239,139841,140673,141508,142062,142458,142636,142776,142767,142937,143199,144105,144685,145238,145687,146486,147354,147715,147954,148149,148477,148542,148294,148373,148561,149768,150467,151166,151495,151878,152664,153313,154056,154934,155902,157023,157957,158997,159850,160358,160793,161565,161576,161473,161120,162044,163151,164415,165146,165481,165770,166377,167101,167915,168886,170310,171547,172909,174075,175562,176458,176654,176741,177123,177984,178599,179576,180452,181611,181795,182459,182420,182792,182963,184196,185973,187069,188363,189104,191570,193600,196590,198963,201508,204716,207976,211658,214355,217081,219245,221683,223598,225671,227111
2777,707,Lancaster County,County,SC,SC,Charlotte-Concord-Gastonia,45,57,165039,165181,165499,166230,167180,168058,168830,169677,170864,171961,173308,174400,175756,176426,176931,177105,177625,178117,178688,179180,179972,180673,181348,181927,182280,182517,182446,182694,183040,183491,184129,184621,185136,185457,185993,186438,186669,186877,187331,187953,188308,188647,189120,189653,190161,190488,191077,191703,192318,192653,192971,193338,194279,,,,,188879,189480,190519,191224,191869,193093,194318,192725,192941,192657,193226,191801,191524,193488,194441,194656,194398,194552,195423,196474,197864,199922,201043,201276,199447,198785,198373,198091,199189,200464,202508,203176,204790,206282,207826,208902,210416,210961,210839,210566,206259,201215,195901,195202,194907,194763,194285,193879,193287,192602,192160,191751,191537,194136,196439,198421,197163,195886,194685,193504,192247,191139,190198,189664,189241,188888,188444,187976,187538,187137,186300,185375,184504,183808,183160,182495,181919,181086,180139,179420,178775,178281,177951,177826,177726,177424,177244,177080,177071,176856,176531,176164,175717,175329,175143,175221,175235,175119,175154,175372,175556,175535,175321,175158,175019,174938,175040,175310,175505,175637,175831,176328,176851,177364,177751,178081,178492,178952,179705,180529,181489,182229,182948,,187761,190346,191177,191810,192618,193393,194579,195359,196283,197284,197580,197803,198522,200097,201335,202361,203195,204616,206145,207705,209121,210505,211615,211970,211759,211337,211452,211784,213096,214959,216748,217998,218895,220435,222348,223407,224140,225111,226733,228547,229444,230567,230880,231228,230848,230467,230682,232323,233672,234976,235512,236844,238288,239252,240393,241687,243706,244693,245602,246253,248176,250421,252619,254822,257040,258347,259233,258499,258782,259917,262722,266279,268497,271944,275514,280780,286311,293457,301909,310530,318303,325224,331640,338363,346980,354515,361846
2586,708,Valencia County,County,NM,NM,Albuquerque,35,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132940,132959,132334,131359,130287,129543,128985,128222,127468,126873,126321,126063,125929,126035,126173,126081,125933,125670,125428,124974,124442,123901,123043,122251,121285,120897,120299,119622,119015,118401,118161,117835,117618,117202,116798,116351,116012,115503,115240,115008,114997,114914,114903,114756,114711,114703,114867,114893,115252,115557,116021,116016,116106,116041,116047,115885,115721,115549,115463,115524,115597,115782,115922,116167,116480,116869,117172,117275,117310,117382,117542,117699,117748,117763,117731,118241,,120171,121144,121155,,125278,127205,128905,129352,129338,129925,130024,130463,131590,133193,135871,136808,138201,138636,139264,139038,138938,138057,138873,140326,142050,142486,142138,141614,141004,142427,143894,145562,145733,147313,149162,151492,152799,153589,154476,155178,155916,156226,156323,156717,157380,156993,156796,155886,157058,157767,158845,159096,159431,159857,160597,161489,162057,162278,163342,164517,165843,166837,168011,169474,170564,171754,173978,176983,181354,185608,190276,193874,198328,201511,205212,207113,210705,213879,217640,220821,224058,228740,232305
3014,709,Rockingham County,County,VA,VA,Harrisonburg,51,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228602,227066,226445,224650,223704,222920,222481,221882,221621,221503,214760,207011,199327,198541,198278,197840,197423,197040,196741,196430,196232,195926,195984,195693,195485,195975,196738,197553,197738,198174,199105,199814,199908,199817,199794,199686,199412,198536,198424,198658,198945,199267,199385,199966,200197,200614,200803,201081,201396,201477,201616,201766,202302,202720,202818,203536,204198,205154,204806,204716,204096,204148,204322,204947,205941,206799,207587,207845,207983,207999,208461,208883,209474,209665,209991,210293,210414,210734,211140,211791,212570,213213,214441,215189,215858,216132,216646,216982,217334,217543,218009,218470,219024,219391,220058,220813,221893,222755,223516,224337,224701,225126,225404,226060,226839,227538,228407,229068,229910,230695,231280,231934,232214,232839,233578,234655,235678,236837,238218,239842,241378,242724,242347,241853,241286,241933,242278,242851,244224,245598,246986,247471,248385,249056,250856,252544,256578,260373,264390,266853,269225,271471,273403,275742,277926,279928,281500,285759,289971,293650,294428,295250
2860,710,Van Buren County,County,MI,MI,Kalamazoo-Portage,26,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159008,158957,158095,156424,154515,153563,152718,151413,149941,148847,148791,148949,148455,148956,148676,148799,147951,147882,149071,149760,148943,146939,144725,143420,142994,142902,139183,134967,130422,129836,129327,129030,127459,127886,128838,130886,128552,125427,122210,120999,119992,119222,119120,119311,119383,118796,117551,115934,114924,113940,113236,112775,113128,113944,114884,114832,115420,115326,116133,116280,116682,117523,119090,119973,120540,120565,121556,122541,123618,124648,125937,128262,130077,131669,132475,132531,132402,131182,129833,128437,127426,128284,128407,128732,128534,128856,130247,131475,133171,133562,134504,135052,135929,136643,137554,139219,140675,142446,143074,144069,144752,145888,146013,146360,146589,146750,146665,146244,147155,147671,148896,150152,151981,152964,153932,154012,155127,154859,156102,156868,158842,160638,162196,163076,163640,164796,165256,165460,163538,162034,160443,160472,160408,160570,160983,161927,163164,164259,164622,165343,165966,166826,166937,166679,166723,167227,168131,169616,171776,174334,176835,179056,181698,183780,185399,186290,188614,190992,194141,195869,197775,200420,203697,208042,211287,213331,213204,210472,209035,208773,211064,215289
3100,711,Leavenworth County,County,KS,KS,Kansas City,20,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152373,152297,152412,152363,152264,152033,152010,152167,151956,151729,151424,151513,151417,151184,151022,150860,150679,150279,149973,149721,149425,149139,148903,148820,148710,148602,148609,148663,148803,148619,148459,148340,148268,148084,147566,147276,146904,146512,146360,146268,146427,146271,146296,146484,146530,146503,146319,146274,146199,146057,146029,146039,146141,146150,146223,146394,146527,146641,146691,146849,146913,146899,,144622,144647,,,150527,150516,,158620,163594,161944,160046,158386,159772,162069,164508,166301,166060,165382,164217,163913,163895,164683,165530,166056,166502,167055,167526,167766,168645,169651,170889,172759,174193,175679,175908,176570,177150,178034,178971,179447,180429,181802,183586,184411,184861,185619,187050,188425,189932,191178,191575,191761,191836,193127,194571,195044,195263,194966,195997,198297,200855,202075,202237,202187,203463,204813,206394,207740,208794,210270,211742,213599,214941,215883,215491,215322,215315,216349,217411,218919,220413,221910,223219,224307,225128,226016,227275,226717,226621,226861,229615,232398,236432,241363,246267,250930,255949,260916,265259,269478,274173,279115,282475,285706,288028,290480,292876
