id,Geographic Area Name,Household median income
0500000US26035,"Clare County, Michigan",41163
0500000US26037,"Clinton County, Michigan",72490
0500000US26039,"Crawford County, Michigan",49987
0500000US26041,"Delta County, Michigan",47008
0500000US26043,"Dickinson County, Michigan",51704
0500000US26045,"Eaton County, Michigan",67440
0500000US26047,"Emmet County, Michigan",55947
0500000US26049,"Genesee County, Michigan",50269
0500000US26051,"Gladwin County, Michigan",45957
0500000US26053,"Gogebic County, Michigan",38625
0500000US26055,"Grand Traverse County, Michigan",66457
0500000US26057,"Gratiot County, Michigan",49795
0500000US26059,"Hillsdale County, Michigan",51535
0500000US26061,"Houghton County, Michigan",44839
0500000US26063,"Huron County, Michigan",49541
0500000US26065,"Ingham County, Michigan",55253
0500000US26067,"Ionia County, Michigan",60139
0500000US26069,"Iosco County, Michigan",42628
0500000US26071,"Iron County, Michigan",44183
0500000US26073,"Isabella County, Michigan",46783
0500000US26075,"Jackson County, Michigan",54511
0500000US26077,"Kalamazoo County, Michigan",58836
0500000US26079,"Kalkaska County, Michigan",49402
0500000US26081,"Kent County, Michigan",65722
0500000US26083,"Keweenaw County, Michigan",51750
0500000US26085,"Lake County, Michigan",38356
0500000US26087,"Lapeer County, Michigan",65197
0500000US26089,"Leelanau County, Michigan",67330
0500000US26091,"Lenawee County, Michigan",57314
0500000US26093,"Livingston County, Michigan",84274
0500000US26095,"Luce County, Michigan",50000
0500000US26097,"Mackinac County, Michigan",50058
0500000US26099,"Macomb County, Michigan",64641
0500000US26101,"Manistee County, Michigan",51658
0500000US26103,"Marquette County, Michigan",54585
0500000US26105,"Mason County, Michigan",51568
0500000US26107,"Mecosta County, Michigan",45797
0500000US26109,"Menominee County, Michigan",48548
0500000US26111,"Midland County, Michigan",64078
0500000US26113,"Missaukee County, Michigan",47370
0500000US26115,"Monroe County, Michigan",65453
0500000US26117,"Montcalm County, Michigan",52390
0500000US26119,"Montmorency County, Michigan",42160
0500000US26121,"Muskegon County, Michigan",53478
0500000US26123,"Newaygo County, Michigan",51470
0500000US26125,"Oakland County, Michigan",81587
0500000US26127,"Oceana County, Michigan",51161
0500000US26129,"Ogemaw County, Michigan",41752
0500000US26131,"Ontonagon County, Michigan",41776
0500000US26133,"Osceola County, Michigan",46969
0500000US26135,"Oscoda County, Michigan",43457
0500000US26137,"Otsego County, Michigan",55917
0500000US26139,"Ottawa County, Michigan",72418
0500000US26141,"Presque Isle County, Michigan",48734
0500000US26143,"Roscommon County, Michigan",41828
0500000US26145,"Saginaw County, Michigan",49565
0500000US26147,"St. Clair County, Michigan",58722
0500000US26149,"St. Joseph County, Michigan",53253
0500000US26151,"Sanilac County, Michigan",49852
0500000US26153,"Schoolcraft County, Michigan",48443
0500000US26155,"Shiawassee County, Michigan",56436
0500000US26157,"Tuscola County, Michigan",51891
0500000US26159,"Van Buren County, Michigan",56652
0500000US26161,"Washtenaw County, Michigan",75730
0500000US26163,"Wayne County, Michigan",49359
0500000US26165,"Wexford County, Michigan",50335
0500000US27001,"Aitkin County, Minnesota",49086
0500000US27003,"Anoka County, Minnesota",84379
0500000US27005,"Becker County, Minnesota",60508
0500000US27007,"Beltrami County, Minnesota",50525
0500000US27009,"Benton County, Minnesota",60564
0500000US27011,"Big Stone County, Minnesota",55909
0500000US27013,"Blue Earth County, Minnesota",61058
0500000US27015,"Brown County, Minnesota",59804
0500000US27017,"Carlton County, Minnesota",66201
0500000US27019,"Carver County, Minnesota",104011
0500000US27021,"Cass County, Minnesota",53845
0500000US27023,"Chippewa County, Minnesota",57301
0500000US27025,"Chisago County, Minnesota",86900
0500000US27027,"Clay County, Minnesota",66069
0500000US27029,"Clearwater County, Minnesota",51742
0500000US27031,"Cook County, Minnesota",59537
0500000US27033,"Cottonwood County, Minnesota",51067
0500000US27035,"Crow Wing County, Minnesota",57779
0500000US27037,"Dakota County, Minnesota",88468
0500000US27039,"Dodge County, Minnesota",79020
0500000US27041,"Douglas County, Minnesota",65430
0500000US27043,"Faribault County, Minnesota",53963
0500000US27045,"Fillmore County, Minnesota",64375
0500000US27047,"Freeborn County, Minnesota",54628
0500000US27049,"Goodhue County, Minnesota",69334
0500000US27051,"Grant County, Minnesota",59246
0500000US27053,"Hennepin County, Minnesota",81169
0500000US27055,"Houston County, Minnesota",59514
0500000US27057,"Hubbard County, Minnesota",58475
0500000US27059,"Isanti County, Minnesota",76999
0500000US27061,"Itasca County, Minnesota",55744
0500000US27063,"Jackson County, Minnesota",62479
0500000US27065,"Kanabec County, Minnesota",57877
0500000US27067,"Kandiyohi County, Minnesota",64252
0500000US27069,"Kittson County, Minnesota",55410
0500000US27071,"Koochiching County, Minnesota",52297
0500000US27073,"Lac qui Parle County, Minnesota",57802
0500000US27075,"Lake County, Minnesota",65201
0500000US27077,"Lake of the Woods County, Minnesota",50669
0500000US27079,"Le Sueur County, Minnesota",75925
0500000US27081,"Lincoln County, Minnesota",53557
0500000US27083,"Lyon County, Minnesota",57274
0500000US27085,"McLeod County, Minnesota",62885
0500000US27087,"Mahnomen County, Minnesota",45398
0500000US27089,"Marshall County, Minnesota",60951
0500000US27091,"Martin County, Minnesota",53851
0500000US27093,"Meeker County, Minnesota",63841
0500000US27095,"Mille Lacs County, Minnesota",57173
0500000US27097,"Morrison County, Minnesota",58826
0500000US27099,"Mower County, Minnesota",55378
0500000US27101,"Murray County, Minnesota",62839
0500000US27103,"Nicollet County, Minnesota",69174
0500000US27105,"Nobles County, Minnesota",56000
0500000US27107,"Norman County, Minnesota",56081
0500000US27109,"Olmsted County, Minnesota",80403
0500000US27111,"Otter Tail County, Minnesota",59456
0500000US27113,"Pennington County, Minnesota",60940
0500000US27115,"Pine County, Minnesota",55606
0500000US27117,"Pipestone County, Minnesota",53688
0500000US27119,"Polk County, Minnesota",58682
0500000US27121,"Pope County, Minnesota",62878
0500000US27123,"Ramsey County, Minnesota",67238
0500000US27125,"Red Lake County, Minnesota",59698
0500000US27127,"Redwood County, Minnesota",57243
0500000US27129,"Renville County, Minnesota",58542
0500000US27131,"Rice County, Minnesota",70600
0500000US27133,"Rock County, Minnesota",65744
0500000US27135,"Roseau County, Minnesota",62304
0500000US27137,"St. Louis County, Minnesota",57480
0500000US27139,"Scott County, Minnesota",103261
0500000US27141,"Sherburne County, Minnesota",88671
0500000US27143,"Sibley County, Minnesota",64170
0500000US27145,"Stearns County, Minnesota",65244
0500000US27147,"Steele County, Minnesota",68172
0500000US27149,"Stevens County, Minnesota",65503
0500000US27151,"Swift County, Minnesota",53457
0500000US27153,"Todd County, Minnesota",54502
0500000US27155,"Traverse County, Minnesota",51216
0500000US27157,"Wabasha County, Minnesota",67906
0500000US27159,"Wadena County, Minnesota",46178
0500000US27161,"Waseca County, Minnesota",60450
0500000US27163,"Washington County, Minnesota",97584
0500000US27165,"Watonwan County, Minnesota",53304
0500000US27167,"Wilkin County, Minnesota",56829
0500000US27169,"Winona County, Minnesota",60020
0500000US27171,"Wright County, Minnesota",87772
0500000US27173,"Yellow Medicine County, Minnesota",59289
0500000US28001,"Adams County, Mississippi",30633
0500000US28003,"Alcorn County, Mississippi",40938
0500000US28005,"Amite County, Mississippi",30805
0500000US28007,"Attala County, Mississippi",35631
0500000US28009,"Benton County, Mississippi",39758
0500000US28011,"Bolivar County, Mississippi",32412
0500000US28013,"Calhoun County, Mississippi",40345
0500000US28015,"Carroll County, Mississippi",46729
0500000US28017,"Chickasaw County, Mississippi",35592
0500000US28019,"Choctaw County, Mississippi",36648
0500000US28021,"Claiborne County, Mississippi",32268
0500000US28023,"Clarke County, Mississippi",38631
0500000US28025,"Clay County, Mississippi",33209
0500000US28027,"Coahoma County, Mississippi",30761
0500000US28029,"Copiah County, Mississippi",44252
0500000US28031,"Covington County, Mississippi",32917
0500000US28033,"DeSoto County, Mississippi",69990
0500000US28035,"Forrest County, Mississippi",42298
0500000US28037,"Franklin County, Mississippi",39066
0500000US28039,"George County, Mississippi",47044
0500000US28041,"Greene County, Mississippi",47033
0500000US28043,"Grenada County, Mississippi",39952
0500000US28045,"Hancock County, Mississippi",54860
0500000US28047,"Harrison County, Mississippi",48547
0500000US28049,"Hinds County, Mississippi",45380
0500000US28051,"Holmes County, Mississippi",24074
0500000US28053,"Humphreys County, Mississippi",28628
0500000US28055,"Issaquena County, Mississippi",28333
0500000US28057,"Itawamba County, Mississippi",47649
0500000US28059,"Jackson County, Mississippi",53726
0500000US28061,"Jasper County, Mississippi",37877
0500000US28063,"Jefferson County, Mississippi",29524
0500000US28065,"Jefferson Davis County, Mississippi",32214
0500000US28067,"Jones County, Mississippi",43391
0500000US28069,"Kemper County, Mississippi",30735
0500000US28071,"Lafayette County, Mississippi",53318
0500000US28073,"Lamar County, Mississippi",61649
0500000US28075,"Lauderdale County, Mississippi",42922
0500000US28077,"Lawrence County, Mississippi",36239
0500000US28079,"Leake County, Mississippi",36708
0500000US28081,"Lee County, Mississippi",55861
0500000US28083,"Leflore County, Mississippi",30077
0500000US28085,"Lincoln County, Mississippi",41355
0500000US28087,"Lowndes County, Mississippi",48170
0500000US28089,"Madison County, Mississippi",71621
0500000US28091,"Marion County, Mississippi",31629
0500000US28093,"Marshall County, Mississippi",43411
0500000US28095,"Monroe County, Mississippi",45018
0500000US28097,"Montgomery County, Mississippi",38022
0500000US28099,"Neshoba County, Mississippi",40750
0500000US28101,"Newton County, Mississippi",42176
0500000US28103,"Noxubee County, Mississippi",36958
0500000US28105,"Oktibbeha County, Mississippi",39490
0500000US28107,"Panola County, Mississippi",37232
0500000US28109,"Pearl River County, Mississippi",51538
0500000US28111,"Perry County, Mississippi",47173
0500000US28113,"Pike County, Mississippi",32726
0500000US28115,"Pontotoc County, Mississippi",48980
0500000US28117,"Prentiss County, Mississippi",40163
0500000US28119,"Quitman County, Mississippi",24233
0500000US28121,"Rankin County, Mississippi",68310
0500000US28123,"Scott County, Mississippi",39971
0500000US28125,"Sharkey County, Mississippi",35711
0500000US28127,"Simpson County, Mississippi",43403
0500000US28129,"Smith County, Mississippi",44714
0500000US28131,"Stone County, Mississippi",47683
0500000US28133,"Sunflower County, Mississippi",31515
0500000US28135,"Tallahatchie County, Mississippi",30433
0500000US28137,"Tate County, Mississippi",55738
0500000US28139,"Tippah County, Mississippi",37894
0500000US28141,"Tishomingo County, Mississippi",38302
0500000US28143,"Tunica County, Mississippi",34485
0500000US28145,"Union County, Mississippi",47317
0500000US28147,"Walthall County, Mississippi",33566
0500000US28149,"Warren County, Mississippi",46909
0500000US28151,"Washington County, Mississippi",32011
0500000US28153,"Wayne County, Mississippi",33612
0500000US28155,"Webster County, Mississippi",52382
0500000US28157,"Wilkinson County, Mississippi",30760
0500000US28159,"Winston County, Mississippi",38986
0500000US28161,"Yalobusha County, Mississippi",41440
0500000US28163,"Yazoo County, Mississippi",32729
0500000US29001,"Adair County, Missouri",42301
0500000US29003,"Andrew County, Missouri",58911
0500000US29005,"Atchison County, Missouri",51625
0500000US29007,"Audrain County, Missouri",44699
0500000US29009,"Barry County, Missouri",45811
0500000US29011,"Barton County, Missouri",44510
0500000US29013,"Bates County, Missouri",46733
0500000US29015,"Benton County, Missouri",41751
0500000US29017,"Bollinger County, Missouri",45140
0500000US29019,"Boone County, Missouri",58740
0500000US29021,"Buchanan County, Missouri",51933
0500000US29023,"Butler County, Missouri",42227
0500000US29025,"Caldwell County, Missouri",51451
0500000US29027,"Callaway County, Missouri",59835
0500000US29029,"Camden County, Missouri",53520
0500000US29031,"Cape Girardeau County, Missouri",53776
0500000US29033,"Carroll County, Missouri",51414
0500000US29035,"Carter County, Missouri",42403
0500000US29037,"Cass County, Missouri",72522
0500000US29039,"Cedar County, Missouri",39408
0500000US29041,"Chariton County, Missouri",51545
0500000US29043,"Christian County, Missouri",64442
0500000US29045,"Clark County, Missouri",45842
0500000US29047,"Clay County, Missouri",72047
0500000US29049,"Clinton County, Missouri",62213
0500000US29051,"Cole County, Missouri",61184
0500000US29053,"Cooper County, Missouri",53003
0500000US29055,"Crawford County, Missouri",44380
0500000US29057,"Dade County, Missouri",42117
0500000US29059,"Dallas County, Missouri",40404
0500000US29061,"Daviess County, Missouri",52143
0500000US29063,"DeKalb County, Missouri",58433
0500000US29065,"Dent County, Missouri",42714
0500000US29067,"Douglas County, Missouri",43714
0500000US29069,"Dunklin County, Missouri",38020
0500000US29071,"Franklin County, Missouri",60129
0500000US29073,"Gasconade County, Missouri",56380
0500000US29075,"Gentry County, Missouri",46774
0500000US29077,"Greene County, Missouri",47053
0500000US29079,"Grundy County, Missouri",46885
0500000US29081,"Harrison County, Missouri",40615
0500000US29083,"Henry County, Missouri",47500
0500000US29085,"Hickory County, Missouri",33342
0500000US29087,"Holt County, Missouri",46442
0500000US29089,"Howard County, Missouri",55000
0500000US29091,"Howell County, Missouri",39482
0500000US29093,"Iron County, Missouri",40082
0500000US29095,"Jackson County, Missouri",56960
0500000US29097,"Jasper County, Missouri",49155
0500000US29099,"Jefferson County, Missouri",67606
0500000US29101,"Johnson County, Missouri",56440
0500000US29103,"Knox County, Missouri",37588
0500000US29105,"Laclede County, Missouri",46582
0500000US29107,"Lafayette County, Missouri",62076
0500000US29109,"Lawrence County, Missouri",44060
0500000US29111,"Lewis County, Missouri",45118
0500000US29113,"Lincoln County, Missouri",70424
0500000US29115,"Linn County, Missouri",51150
0500000US29117,"Livingston County, Missouri",50818
0500000US29119,"McDonald County, Missouri",42876
0500000US29121,"Macon County, Missouri",44696
0500000US29123,"Madison County, Missouri",47984
0500000US29125,"Maries County, Missouri",48276
0500000US29127,"Marion County, Missouri",54277
0500000US29129,"Mercer County, Missouri",50030
0500000US29131,"Miller County, Missouri",47964
0500000US29133,"Mississippi County, Missouri",34354
0500000US29135,"Moniteau County, Missouri",57012
0500000US29137,"Monroe County, Missouri",43422
0500000US29139,"Montgomery County, Missouri",52123
0500000US29141,"Morgan County, Missouri",41477
0500000US29143,"New Madrid County, Missouri",40129
0500000US29145,"Newton County, Missouri",52067
0500000US29147,"Nodaway County, Missouri",46303
0500000US29149,"Oregon County, Missouri",32766
0500000US29151,"Osage County, Missouri",62087
0500000US29153,"Ozark County, Missouri",33046
0500000US29155,"Pemiscot County, Missouri",34709
0500000US29157,"Perry County, Missouri",56861
0500000US29159,"Pettis County, Missouri",49315
0500000US29161,"Phelps County, Missouri",44987
0500000US29163,"Pike County, Missouri",44920
0500000US29165,"Platte County, Missouri",82448
0500000US29167,"Polk County, Missouri",47614
0500000US29169,"Pulaski County, Missouri",58426
0500000US29171,"Putnam County, Missouri",48833
0500000US29173,"Ralls County, Missouri",54194
0500000US29175,"Randolph County, Missouri",50440
0500000US29177,"Ray County, Missouri",65303
0500000US29179,"Reynolds County, Missouri",39552
0500000US29181,"Ripley County, Missouri",36066
0500000US29183,"St. Charles County, Missouri",87644
0500000US29185,"St. Clair County, Missouri",39000
0500000US29186,"Ste. Genevieve County, Missouri",61746
0500000US29187,"St. Francois County, Missouri",46307
0500000US29189,"St. Louis County, Missouri",68661
0500000US29195,"Saline County, Missouri",47585
0500000US29197,"Schuyler County, Missouri",44420
0500000US29199,"Scotland County, Missouri",47708
0500000US29201,"Scott County, Missouri",46310
0500000US29203,"Shannon County, Missouri",36229
0500000US29205,"Shelby County, Missouri",43809
0500000US29207,"Stoddard County, Missouri",42761
0500000US29209,"Stone County, Missouri",51476
0500000US29211,"Sullivan County, Missouri",44056
0500000US29213,"Taney County, Missouri",47860
0500000US29215,"Texas County, Missouri",35758
0500000US29217,"Vernon County, Missouri",43910
0500000US29219,"Warren County, Missouri",64735
0500000US29221,"Washington County, Missouri",42849
0500000US29223,"Wayne County, Missouri",38018
0500000US29225,"Webster County, Missouri",55827
0500000US29227,"Worth County, Missouri",47500
0500000US29229,"Wright County, Missouri",36711
0500000US29510,"St. Louis city, Missouri",45782
0500000US30001,"Beaverhead County, Montana",45819
0500000US30003,"Big Horn County, Montana",48273
0500000US30005,"Blaine County, Montana",45361
0500000US30007,"Broadwater County, Montana",57723
0500000US30009,"Carbon County, Montana",61209
0500000US30011,"Carter County, Montana",42300
0500000US30013,"Cascade County, Montana",52049
0500000US30015,"Chouteau County, Montana",45707
0500000US30017,"Custer County, Montana",54891
0500000US30019,"Daniels County, Montana",56026
0500000US30021,"Dawson County, Montana",51681
0500000US30023,"Deer Lodge County, Montana",42129
0500000US30025,"Fallon County, Montana",69792
0500000US30027,"Fergus County, Montana",47618
0500000US30029,"Flathead County, Montana",57763
0500000US30031,"Gallatin County, Montana",70124
0500000US30033,"Garfield County, Montana",43750
0500000US30035,"Glacier County, Montana",37645
0500000US30037,"Golden Valley County, Montana",49028
0500000US30039,"Granite County, Montana",50795
0500000US30041,"Hill County, Montana",50912
0500000US30043,"Jefferson County, Montana",71779
0500000US30045,"Judith Basin County, Montana",50329
0500000US30047,"Lake County, Montana",52169
0500000US30049,"Lewis and Clark County, Montana",66062
0500000US30051,"Liberty County, Montana",46750
0500000US30053,"Lincoln County, Montana",39820
0500000US30055,"McCone County, Montana",57045
0500000US30057,"Madison County, Montana",55892
0500000US30059,"Meagher County, Montana",46815
0500000US30061,"Mineral County, Montana",48672
0500000US30063,"Missoula County, Montana",56247
0500000US30065,"Musselshell County, Montana",46328
0500000US30067,"Park County, Montana",53082
0500000US30069,"Petroleum County, Montana",40000
0500000US30071,"Phillips County, Montana",46686
0500000US30073,"Pondera County, Montana",54235
0500000US30075,"Powder River County, Montana",57755
0500000US30077,"Powell County, Montana",50332
0500000US30079,"Prairie County, Montana",42350
0500000US30081,"Ravalli County, Montana",55090
0500000US30083,"Richland County, Montana",64158
0500000US30085,"Roosevelt County, Montana",45458
0500000US30087,"Rosebud County, Montana",57769
0500000US30089,"Sanders County, Montana",42284
0500000US30091,"Sheridan County, Montana",54135
0500000US30093,"Silver Bow County, Montana",49359
0500000US30095,"Stillwater County, Montana",67448
0500000US30097,"Sweet Grass County, Montana",53790
0500000US30099,"Teton County, Montana",56649
0500000US30101,"Toole County, Montana",49725
0500000US30103,"Treasure County, Montana",44671
0500000US30105,"Valley County, Montana",51087
0500000US30107,"Wheatland County, Montana",35265
0500000US30109,"Wibaux County, Montana",50972
0500000US30111,"Yellowstone County, Montana",62630
0500000US31001,"Adams County, Nebraska",56007
0500000US31003,"Antelope County, Nebraska",52569
0500000US31005,"Arthur County, Nebraska",48500
0500000US31007,"Banner County, Nebraska",53864
0500000US31009,"Blaine County, Nebraska",55268
0500000US31011,"Boone County, Nebraska",60094
0500000US31013,"Box Butte County, Nebraska",61904
0500000US31015,"Boyd County, Nebraska",53846
0500000US31017,"Brown County, Nebraska",41979
0500000US31019,"Buffalo County, Nebraska",63513
0500000US31021,"Burt County, Nebraska",51961
0500000US31023,"Butler County, Nebraska",59232
0500000US31025,"Cass County, Nebraska",73683
0500000US31027,"Cedar County, Nebraska",64703
0500000US31029,"Chase County, Nebraska",56135
0500000US31031,"Cherry County, Nebraska",55431
0500000US31033,"Cheyenne County, Nebraska",52270
0500000US31035,"Clay County, Nebraska",63686
0500000US31037,"Colfax County, Nebraska",64269
0500000US31039,"Cuming County, Nebraska",59202
0500000US31041,"Custer County, Nebraska",53891
0500000US31043,"Dakota County, Nebraska",61227
0500000US31045,"Dawes County, Nebraska",49379
0500000US31047,"Dawson County, Nebraska",56731
0500000US31049,"Deuel County, Nebraska",48958
0500000US31051,"Dixon County, Nebraska",57243
0500000US31053,"Dodge County, Nebraska",58439
0500000US31055,"Douglas County, Nebraska",66600
0500000US31057,"Dundy County, Nebraska",49211
0500000US31059,"Fillmore County, Nebraska",62151
0500000US31061,"Franklin County, Nebraska",50231
0500000US31063,"Frontier County, Nebraska",59250
0500000US31065,"Furnas County, Nebraska",53533
0500000US31067,"Gage County, Nebraska",51812
0500000US31069,"Garden County, Nebraska",42076
0500000US31071,"Garfield County, Nebraska",54659
0500000US31073,"Gosper County, Nebraska",65086
0500000US31075,"Grant County, Nebraska",43625
0500000US31077,"Greeley County, Nebraska",46830
0500000US31079,"Hall County, Nebraska",58595
0500000US31081,"Hamilton County, Nebraska",68649
0500000US31083,"Harlan County, Nebraska",51534
0500000US31085,"Hayes County, Nebraska",52396
0500000US31087,"Hitchcock County, Nebraska",46000
0500000US31089,"Holt County, Nebraska",60214
0500000US31091,"Hooker County, Nebraska",48654
0500000US31093,"Howard County, Nebraska",59432
0500000US31095,"Jefferson County, Nebraska",48981
0500000US31097,"Johnson County, Nebraska",49382
0500000US31099,"Kearney County, Nebraska",62899
0500000US31101,"Keith County, Nebraska",52169
0500000US31103,"Keya Paha County, Nebraska",55250
0500000US31105,"Kimball County, Nebraska",48056
0500000US31107,"Knox County, Nebraska",53653
0500000US31109,"Lancaster County, Nebraska",62464
0500000US31111,"Lincoln County, Nebraska",59995
0500000US31113,"Logan County, Nebraska",45990
0500000US31115,"Loup County, Nebraska",46111
0500000US31117,"McPherson County, Nebraska",51932
0500000US31119,"Madison County, Nebraska",52334
0500000US31121,"Merrick County, Nebraska",52254
0500000US31123,"Morrill County, Nebraska",46903
0500000US31125,"Nance County, Nebraska",53147
0500000US31127,"Nemaha County, Nebraska",50236
0500000US31129,"Nuckolls County, Nebraska",52975
0500000US31131,"Otoe County, Nebraska",64755
0500000US31133,"Pawnee County, Nebraska",46063
0500000US31135,"Perkins County, Nebraska",61389
0500000US31137,"Phelps County, Nebraska",58105
0500000US31139,"Pierce County, Nebraska",57629
0500000US31141,"Platte County, Nebraska",60878
0500000US31143,"Polk County, Nebraska",59837
0500000US31145,"Red Willow County, Nebraska",48140
0500000US31147,"Richardson County, Nebraska",44524
0500000US31149,"Rock County, Nebraska",51458
0500000US31151,"Saline County, Nebraska",52956
0500000US31153,"Sarpy County, Nebraska",83051
0500000US31155,"Saunders County, Nebraska",70414
0500000US31157,"Scotts Bluff County, Nebraska",53433
0500000US31159,"Seward County, Nebraska",71111
0500000US31161,"Sheridan County, Nebraska",45543
0500000US31163,"Sherman County, Nebraska",53158
0500000US31165,"Sioux County, Nebraska",47422
0500000US31167,"Stanton County, Nebraska",64808
0500000US31169,"Thayer County, Nebraska",53234
0500000US31171,"Thomas County, Nebraska",59000
0500000US31173,"Thurston County, Nebraska",55574
0500000US31175,"Valley County, Nebraska",56205
0500000US31177,"Washington County, Nebraska",71505
0500000US31179,"Wayne County, Nebraska",58894
0500000US31181,"Webster County, Nebraska",51684
0500000US31183,"Wheeler County, Nebraska",48438
0500000US31185,"York County, Nebraska",63105
0500000US32001,"Churchill County, Nevada",56335
0500000US32003,"Clark County, Nevada",61048
0500000US32005,"Douglas County, Nevada",71415
0500000US32007,"Elko County, Nevada",79375
0500000US32009,"Esmeralda County, Nevada",31845
0500000US32011,"Eureka County, Nevada",67478
0500000US32013,"Humboldt County, Nevada",66123
0500000US32015,"Lander County, Nevada",73797
0500000US32017,"Lincoln County, Nevada",56537
0500000US32019,"Lyon County, Nevada",58814
0500000US32021,"Mineral County, Nevada",31500
0500000US32023,"Nye County, Nevada",47308
0500000US32027,"Pershing County, Nevada",57074
0500000US32029,"Storey County, Nevada",64000
0500000US32031,"Washoe County, Nevada",68272
0500000US32033,"White Pine County, Nevada",57353
0500000US32510,"Carson City, Nevada",58305
0500000US33001,"Belknap County, New Hampshire",67328
0500000US33003,"Carroll County, New Hampshire",66932
0500000US33005,"Cheshire County, New Hampshire",64686
0500000US33007,"Coos County, New Hampshire",48945
0500000US33009,"Grafton County, New Hampshire",67476
0500000US33011,"Hillsborough County, New Hampshire",82099
0500000US33013,"Merrimack County, New Hampshire",77937
0500000US33015,"Rockingham County, New Hampshire",93962
0500000US33017,"Strafford County, New Hampshire",72682
0500000US33019,"Sullivan County, New Hampshire",63760
0500000US34001,"Atlantic County, New Jersey",63680
0500000US34003,"Bergen County, New Jersey",104623
0500000US34005,"Burlington County, New Jersey",90329
0500000US34007,"Camden County, New Jersey",70957
0500000US34009,"Cape May County, New Jersey",72385
0500000US34011,"Cumberland County, New Jersey",55709
0500000US34013,"Essex County, New Jersey",63959
0500000US34015,"Gloucester County, New Jersey",89056
0500000US34017,"Hudson County, New Jersey",75062
0500000US34019,"Hunterdon County, New Jersey",117858
0500000US34021,"Mercer County, New Jersey",83306
0500000US34023,"Middlesex County, New Jersey",91731
0500000US34025,"Monmouth County, New Jersey",103523
0500000US34027,"Morris County, New Jersey",117298
0500000US34029,"Ocean County, New Jersey",72679
0500000US34031,"Passaic County, New Jersey",73562
0500000US34033,"Salem County, New Jersey",64234
0500000US34035,"Somerset County, New Jersey",116510
0500000US34037,"Sussex County, New Jersey",96222
0500000US34039,"Union County, New Jersey",82644
0500000US34041,"Warren County, New Jersey",83497
0500000US35001,"Bernalillo County, New Mexico",54308
0500000US35003,"Catron County, New Mexico",36607
0500000US35005,"Chaves County, New Mexico",46254
0500000US35006,"Cibola County, New Mexico",44731
0500000US35007,"Colfax County, New Mexico",36937
0500000US35009,"Curry County, New Mexico",48903
0500000US35011,"De Baca County, New Mexico",31532
0500000US35013,"Doña Ana County, New Mexico",44024
0500000US35015,"Eddy County, New Mexico",65000
0500000US35017,"Grant County, New Mexico",37453
0500000US35019,"Guadalupe County, New Mexico",31061
0500000US35021,"Harding County, New Mexico",32500
0500000US35023,"Hidalgo County, New Mexico",44722
0500000US35025,"Lea County, New Mexico",61867
0500000US35027,"Lincoln County, New Mexico",44939
0500000US35028,"Los Alamos County, New Mexico",119266
0500000US35029,"Luna County, New Mexico",32251
0500000US35031,"McKinley County, New Mexico",36179
0500000US35033,"Mora County, New Mexico",29458
0500000US35035,"Otero County, New Mexico",45032
0500000US35037,"Quay County, New Mexico",33962
0500000US35039,"Rio Arriba County, New Mexico",42264
0500000US35041,"Roosevelt County, New Mexico",42917
0500000US35043,"Sandoval County, New Mexico",65071
0500000US35045,"San Juan County, New Mexico",47643
0500000US35047,"San Miguel County, New Mexico",32310
0500000US35049,"Santa Fe County, New Mexico",60668
0500000US35051,"Sierra County, New Mexico",33873
0500000US35053,"Socorro County, New Mexico",40297
0500000US35055,"Taos County, New Mexico",41973
0500000US35057,"Torrance County, New Mexico",38240
0500000US35059,"Union County, New Mexico",35484
0500000US35061,"Valencia County, New Mexico",50801
0500000US36001,"Albany County, New York",68327
0500000US36003,"Allegany County, New York",51227
0500000US36005,"Bronx County, New York",41895
0500000US36007,"Broome County, New York",52237
0500000US36009,"Cattaraugus County, New York",50700
0500000US36011,"Cayuga County, New York",57985
0500000US36013,"Chautauqua County, New York",48315
0500000US36015,"Chemung County, New York",54883
0500000US36017,"Chenango County, New York",51756
0500000US36019,"Clinton County, New York",59510
0500000US36021,"Columbia County, New York",68750
0500000US36023,"Cortland County, New York",59194
0500000US36025,"Delaware County, New York",49945
0500000US36027,"Dutchess County, New York",81842
0500000US36029,"Erie County, New York",59464
0500000US36031,"Essex County, New York",58109
0500000US36033,"Franklin County, New York",52905
0500000US36035,"Fulton County, New York",51663
0500000US36037,"Genesee County, New York",60635
0500000US36039,"Greene County, New York",56681
0500000US36041,"Hamilton County, New York",60625
0500000US36043,"Herkimer County, New York",58438
0500000US36045,"Jefferson County, New York",54726
0500000US36047,"Kings County, New York",63973
0500000US36049,"Lewis County, New York",56192
0500000US36051,"Livingston County, New York",60248
0500000US36053,"Madison County, New York",61176
0500000US36055,"Monroe County, New York",62087
0500000US36057,"Montgomery County, New York",50146
0500000US36059,"Nassau County, New York",120036
0500000US36061,"New York County, New York",89812
0500000US36063,"Niagara County, New York",57252
0500000US36065,"Oneida County, New York",59113
0500000US36067,"Onondaga County, New York",62668
0500000US36069,"Ontario County, New York",64795
0500000US36071,"Orange County, New York",80816
0500000US36073,"Orleans County, New York",52958
0500000US36075,"Oswego County, New York",59070
0500000US36077,"Otsego County, New York",56171
0500000US36079,"Putnam County, New York",107246
0500000US36081,"Queens County, New York",72028
0500000US36083,"Rensselaer County, New York",72510
