id,Geographic Area Name,Household median income
0500000US17071,"Henderson County, Illinois",55759
0500000US17073,"Henry County, Illinois",60000
0500000US17075,"Iroquois County, Illinois",54445
0500000US17077,"Jackson County, Illinois",39689
0500000US17079,"Jasper County, Illinois",55911
0500000US17081,"Jefferson County, Illinois",51662
0500000US17083,"Jersey County, Illinois",67845
0500000US17085,"Jo Daviess County, Illinois",59223
0500000US17087,"Johnson County, Illinois",55363
0500000US17089,"Kane County, Illinois",83374
0500000US17091,"Kankakee County, Illinois",59370
0500000US17093,"Kendall County, Illinois",96854
0500000US17095,"Knox County, Illinois",44464
0500000US17097,"Lake County, Illinois",92654
0500000US17099,"LaSalle County, Illinois",60069
0500000US17101,"Lawrence County, Illinois",53087
0500000US17103,"Lee County, Illinois",59986
0500000US17105,"Livingston County, Illinois",58676
0500000US17107,"Logan County, Illinois",58122
0500000US17109,"McDonough County, Illinois",43591
0500000US17111,"McHenry County, Illinois",90014
0500000US17113,"McLean County, Illinois",68037
0500000US17115,"Macon County, Illinois",53725
0500000US17117,"Macoupin County, Illinois",56264
0500000US17119,"Madison County, Illinois",64045
0500000US17121,"Marion County, Illinois",49925
0500000US17123,"Marshall County, Illinois",57303
0500000US17125,"Mason County, Illinois",50883
0500000US17127,"Massac County, Illinois",51195
0500000US17129,"Menard County, Illinois",77550
0500000US17131,"Mercer County, Illinois",57182
0500000US17133,"Monroe County, Illinois",89648
0500000US17135,"Montgomery County, Illinois",54886
0500000US17137,"Morgan County, Illinois",53002
0500000US17139,"Moultrie County, Illinois",64033
0500000US17141,"Ogle County, Illinois",63643
0500000US17143,"Peoria County, Illinois",55729
0500000US17145,"Perry County, Illinois",51616
0500000US17147,"Piatt County, Illinois",73668
0500000US17149,"Pike County, Illinois",46605
0500000US17151,"Pope County, Illinois",43140
0500000US17153,"Pulaski County, Illinois",37308
0500000US17155,"Putnam County, Illinois",64694
0500000US17157,"Randolph County, Illinois",55319
0500000US17159,"Richland County, Illinois",55032
0500000US17161,"Rock Island County, Illinois",55980
0500000US17163,"St. Clair County, Illinois",57473
0500000US17165,"Saline County, Illinois",43928
0500000US17167,"Sangamon County, Illinois",61743
0500000US17169,"Schuyler County, Illinois",51376
0500000US17171,"Scott County, Illinois",59352
0500000US17173,"Shelby County, Illinois",59134
0500000US17175,"Stark County, Illinois",53828
0500000US17177,"Stephenson County, Illinois",50466
0500000US17179,"Tazewell County, Illinois",66220
0500000US17181,"Union County, Illinois",51655
0500000US17183,"Vermilion County, Illinois",46842
0500000US17185,"Wabash County, Illinois",48878
0500000US17187,"Warren County, Illinois",54291
0500000US17189,"Washington County, Illinois",64390
0500000US17191,"Wayne County, Illinois",50205
0500000US17193,"White County, Illinois",48303
0500000US17195,"Whiteside County, Illinois",57172
0500000US17197,"Will County, Illinois",90800
0500000US17199,"Williamson County, Illinois",52076
0500000US17201,"Winnebago County, Illinois",55310
0500000US17203,"Woodford County, Illinois",74777
0500000US18001,"Adams County, Indiana",52712
0500000US18003,"Allen County, Indiana",57104
0500000US18005,"Bartholomew County, Indiana",66978
0500000US18007,"Benton County, Indiana",52656
0500000US18009,"Blackford County, Indiana",44341
0500000US18011,"Boone County, Indiana",89444
0500000US18013,"Brown County, Indiana",66833
0500000US18015,"Carroll County, Indiana",56159
0500000US18017,"Cass County, Indiana",49020
0500000US18019,"Clark County, Indiana",57111
0500000US18021,"Clay County, Indiana",59398
0500000US18023,"Clinton County, Indiana",53750
0500000US18025,"Crawford County, Indiana",41761
0500000US18027,"Daviess County, Indiana",53800
0500000US18029,"Dearborn County, Indiana",70779
0500000US18031,"Decatur County, Indiana",60794
0500000US18033,"DeKalb County, Indiana",58415
0500000US18035,"Delaware County, Indiana",45910
0500000US18037,"Dubois County, Indiana",62846
0500000US18039,"Elkhart County, Indiana",58509
0500000US18041,"Fayette County, Indiana",47465
0500000US18043,"Floyd County, Indiana",67603
0500000US18045,"Fountain County, Indiana",52334
0500000US18047,"Franklin County, Indiana",68180
0500000US18049,"Fulton County, Indiana",50597
0500000US18051,"Gibson County, Indiana",56638
0500000US18053,"Grant County, Indiana",46900
0500000US18055,"Greene County, Indiana",51777
0500000US18057,"Hamilton County, Indiana",98880
0500000US18059,"Hancock County, Indiana",75647
0500000US18061,"Harrison County, Indiana",59169
0500000US18063,"Hendricks County, Indiana",84754
0500000US18065,"Henry County, Indiana",51104
0500000US18067,"Howard County, Indiana",56387
0500000US18069,"Huntington County, Indiana",54286
0500000US18071,"Jackson County, Indiana",55097
0500000US18073,"Jasper County, Indiana",61889
0500000US18075,"Jay County, Indiana",45864
0500000US18077,"Jefferson County, Indiana",51981
0500000US18079,"Jennings County, Indiana",61610
0500000US18081,"Johnson County, Indiana",72928
0500000US18083,"Knox County, Indiana",47394
0500000US18085,"Kosciusko County, Indiana",62789
0500000US18087,"LaGrange County, Indiana",69331
0500000US18089,"Lake County, Indiana",57530
0500000US18091,"LaPorte County, Indiana",57010
0500000US18093,"Lawrence County, Indiana",57740
0500000US18095,"Madison County, Indiana",51476
0500000US18097,"Marion County, Indiana",51219
0500000US18099,"Marshall County, Indiana",54207
0500000US18101,"Martin County, Indiana",55378
0500000US18103,"Miami County, Indiana",50616
0500000US18105,"Monroe County, Indiana",52229
0500000US18107,"Montgomery County, Indiana",56408
0500000US18109,"Morgan County, Indiana",67680
0500000US18111,"Newton County, Indiana",57866
0500000US18113,"Noble County, Indiana",58947
0500000US18115,"Ohio County, Indiana",63649
0500000US18117,"Orange County, Indiana",52164
0500000US18119,"Owen County, Indiana",52204
0500000US18121,"Parke County, Indiana",55853
0500000US18123,"Perry County, Indiana",51496
0500000US18125,"Pike County, Indiana",55022
0500000US18127,"Porter County, Indiana",72255
0500000US18129,"Posey County, Indiana",64983
0500000US18131,"Pulaski County, Indiana",49140
0500000US18133,"Putnam County, Indiana",61505
0500000US18135,"Randolph County, Indiana",53322
0500000US18137,"Ripley County, Indiana",60055
0500000US18139,"Rush County, Indiana",56814
0500000US18141,"St. Joseph County, Indiana",54433
0500000US18143,"Scott County, Indiana",45123
0500000US18145,"Shelby County, Indiana",59712
0500000US18147,"Spencer County, Indiana",56919
0500000US18149,"Starke County, Indiana",49705
0500000US18151,"Steuben County, Indiana",58905
0500000US18153,"Sullivan County, Indiana",49449
0500000US18155,"Switzerland County, Indiana",51270
0500000US18157,"Tippecanoe County, Indiana",51926
0500000US18159,"Tipton County, Indiana",68707
0500000US18161,"Union County, Indiana",55278
0500000US18163,"Vanderburgh County, Indiana",51179
0500000US18165,"Vermillion County, Indiana",54361
0500000US18167,"Vigo County, Indiana",47261
0500000US18169,"Wabash County, Indiana",56573
0500000US18171,"Warren County, Indiana",65614
0500000US18173,"Warrick County, Indiana",79079
0500000US18175,"Washington County, Indiana",50459
0500000US18177,"Wayne County, Indiana",47756
0500000US18179,"Wells County, Indiana",57565
0500000US18181,"White County, Indiana",53865
0500000US18183,"Whitley County, Indiana",64992
0500000US19001,"Adair County, Iowa",55700
0500000US19003,"Adams County, Iowa",52287
0500000US19005,"Allamakee County, Iowa",55523
0500000US19007,"Appanoose County, Iowa",39693
0500000US19009,"Audubon County, Iowa",49245
0500000US19011,"Benton County, Iowa",66046
0500000US19013,"Black Hawk County, Iowa",54774
0500000US19015,"Boone County, Iowa",67442
0500000US19017,"Bremer County, Iowa",72209
0500000US19019,"Buchanan County, Iowa",67252
0500000US19021,"Buena Vista County, Iowa",54014
0500000US19023,"Butler County, Iowa",56473
0500000US19025,"Calhoun County, Iowa",55285
0500000US19027,"Carroll County, Iowa",59198
0500000US19029,"Cass County, Iowa",52005
0500000US19031,"Cedar County, Iowa",69259
0500000US19033,"Cerro Gordo County, Iowa",56082
0500000US19035,"Cherokee County, Iowa",56302
0500000US19037,"Chickasaw County, Iowa",61239
0500000US19039,"Clarke County, Iowa",55078
0500000US19041,"Clay County, Iowa",51259
0500000US19043,"Clayton County, Iowa",56456
0500000US19045,"Clinton County, Iowa",52221
0500000US19047,"Crawford County, Iowa",54849
0500000US19049,"Dallas County, Iowa",88368
0500000US19051,"Davis County, Iowa",67627
0500000US19053,"Decatur County, Iowa",48154
0500000US19055,"Delaware County, Iowa",63877
0500000US19057,"Des Moines County, Iowa",51784
0500000US19059,"Dickinson County, Iowa",60975
0500000US19061,"Dubuque County, Iowa",64493
0500000US19063,"Emmet County, Iowa",56708
0500000US19065,"Fayette County, Iowa",49834
0500000US19067,"Floyd County, Iowa",51768
0500000US19069,"Franklin County, Iowa",55630
0500000US19071,"Fremont County, Iowa",59688
0500000US19073,"Greene County, Iowa",51098
0500000US19075,"Grundy County, Iowa",71760
0500000US19077,"Guthrie County, Iowa",62644
0500000US19079,"Hamilton County, Iowa",60248
0500000US19081,"Hancock County, Iowa",61957
0500000US19083,"Hardin County, Iowa",54930
0500000US19085,"Harrison County, Iowa",64154
0500000US19087,"Henry County, Iowa",54490
0500000US19089,"Howard County, Iowa",56709
0500000US19091,"Humboldt County, Iowa",55707
0500000US19093,"Ida County, Iowa",54219
0500000US19095,"Iowa County, Iowa",62660
0500000US19097,"Jackson County, Iowa",59042
0500000US19099,"Jasper County, Iowa",59481
0500000US19101,"Jefferson County, Iowa",47401
0500000US19103,"Johnson County, Iowa",63062
0500000US19105,"Jones County, Iowa",57134
0500000US19107,"Keokuk County, Iowa",52012
0500000US19109,"Kossuth County, Iowa",56156
0500000US19111,"Lee County, Iowa",52072
0500000US19113,"Linn County, Iowa",67301
0500000US19115,"Louisa County, Iowa",63034
0500000US19117,"Lucas County, Iowa",53967
0500000US19119,"Lyon County, Iowa",65959
0500000US19121,"Madison County, Iowa",71811
0500000US19123,"Mahaska County, Iowa",56417
0500000US19125,"Marion County, Iowa",64136
0500000US19127,"Marshall County, Iowa",58735
0500000US19129,"Mills County, Iowa",75137
0500000US19131,"Mitchell County, Iowa",60260
0500000US19133,"Monona County, Iowa",51866
0500000US19135,"Monroe County, Iowa",59489
0500000US19137,"Montgomery County, Iowa",55761
0500000US19139,"Muscatine County, Iowa",60435
0500000US19141,"O'Brien County, Iowa",57200
0500000US19143,"Osceola County, Iowa",61167
0500000US19145,"Page County, Iowa",51196
0500000US19147,"Palo Alto County, Iowa",56437
0500000US19149,"Plymouth County, Iowa",71147
0500000US19151,"Pocahontas County, Iowa",53573
0500000US19153,"Polk County, Iowa",69747
0500000US19155,"Pottawattamie County, Iowa",59901
0500000US19157,"Poweshiek County, Iowa",53925
0500000US19159,"Ringgold County, Iowa",55970
0500000US19161,"Sac County, Iowa",57446
0500000US19163,"Scott County, Iowa",63876
0500000US19165,"Shelby County, Iowa",60139
0500000US19167,"Sioux County, Iowa",73260
0500000US19169,"Story County, Iowa",58302
0500000US19171,"Tama County, Iowa",54749
0500000US19173,"Taylor County, Iowa",57768
0500000US19175,"Union County, Iowa",50375
0500000US19177,"Van Buren County, Iowa",49898
0500000US19179,"Wapello County, Iowa",46433
0500000US19181,"Warren County, Iowa",80309
0500000US19183,"Washington County, Iowa",63532
0500000US19185,"Wayne County, Iowa",47543
0500000US19187,"Webster County, Iowa",51909
0500000US19189,"Winnebago County, Iowa",51581
0500000US19191,"Winneshiek County, Iowa",63162
0500000US19193,"Woodbury County, Iowa",60768
0500000US19195,"Worth County, Iowa",60442
0500000US19197,"Wright County, Iowa",51221
0500000US20001,"Allen County, Kansas",47983
0500000US20003,"Anderson County, Kansas",52995
0500000US20005,"Atchison County, Kansas",50683
0500000US20007,"Barber County, Kansas",49668
0500000US20009,"Barton County, Kansas",48863
0500000US20011,"Bourbon County, Kansas",46369
0500000US20013,"Brown County, Kansas",50649
0500000US20015,"Butler County, Kansas",66405
0500000US20017,"Chase County, Kansas",48906
0500000US20019,"Chautauqua County, Kansas",39500
0500000US20021,"Cherokee County, Kansas",41936
0500000US20023,"Cheyenne County, Kansas",42802
0500000US20025,"Clark County, Kansas",52500
0500000US20027,"Clay County, Kansas",47880
0500000US20029,"Cloud County, Kansas",48295
0500000US20031,"Coffey County, Kansas",59405
0500000US20033,"Comanche County, Kansas",48125
0500000US20035,"Cowley County, Kansas",50786
0500000US20037,"Crawford County, Kansas",42615
0500000US20039,"Decatur County, Kansas",44125
0500000US20041,"Dickinson County, Kansas",53864
0500000US20043,"Doniphan County, Kansas",51953
0500000US20045,"Douglas County, Kansas",61020
0500000US20047,"Edwards County, Kansas",50028
0500000US20049,"Elk County, Kansas",42564
0500000US20051,"Ellis County, Kansas",57053
0500000US20053,"Ellsworth County, Kansas",56306
0500000US20055,"Finney County, Kansas",60498
0500000US20057,"Ford County, Kansas",53743
0500000US20059,"Franklin County, Kansas",55873
0500000US20061,"Geary County, Kansas",52019
0500000US20063,"Gove County, Kansas",53906
0500000US20065,"Graham County, Kansas",40890
0500000US20067,"Grant County, Kansas",60625
0500000US20069,"Gray County, Kansas",70457
0500000US20071,"Greeley County, Kansas",53750
0500000US20073,"Greenwood County, Kansas",43320
0500000US20075,"Hamilton County, Kansas",44894
0500000US20077,"Harper County, Kansas",49283
0500000US20079,"Harvey County, Kansas",58782
0500000US20081,"Haskell County, Kansas",54638
0500000US20083,"Hodgeman County, Kansas",60703
0500000US20085,"Jackson County, Kansas",59686
0500000US20087,"Jefferson County, Kansas",67429
0500000US20089,"Jewell County, Kansas",38188
0500000US20091,"Johnson County, Kansas",91650
0500000US20093,"Kearny County, Kansas",46464
0500000US20095,"Kingman County, Kansas",57304
0500000US20097,"Kiowa County, Kansas",53107
0500000US20099,"Labette County, Kansas",47922
0500000US20101,"Lane County, Kansas",41318
0500000US20103,"Leavenworth County, Kansas",76307
0500000US20105,"Lincoln County, Kansas",46523
0500000US20107,"Linn County, Kansas",48325
0500000US20109,"Logan County, Kansas",51136
0500000US20111,"Lyon County, Kansas",50141
0500000US20113,"McPherson County, Kansas",59928
0500000US20115,"Marion County, Kansas",50816
0500000US20117,"Marshall County, Kansas",52293
0500000US20119,"Meade County, Kansas",56817
0500000US20121,"Miami County, Kansas",75635
0500000US20123,"Mitchell County, Kansas",47375
0500000US20125,"Montgomery County, Kansas",45288
0500000US20127,"Morris County, Kansas",52792
0500000US20129,"Morton County, Kansas",41866
0500000US20131,"Nemaha County, Kansas",61382
0500000US20133,"Neosho County, Kansas",49493
0500000US20135,"Ness County, Kansas",57222
0500000US20137,"Norton County, Kansas",48486
0500000US20139,"Osage County, Kansas",58927
0500000US20141,"Osborne County, Kansas",50774
0500000US20143,"Ottawa County, Kansas",59607
0500000US20145,"Pawnee County, Kansas",46559
0500000US20147,"Phillips County, Kansas",51820
0500000US20149,"Pottawatomie County, Kansas",70064
0500000US20151,"Pratt County, Kansas",54644
0500000US20153,"Rawlins County, Kansas",57281
0500000US20155,"Reno County, Kansas",51520
0500000US20157,"Republic County, Kansas",50411
0500000US20159,"Rice County, Kansas",49688
0500000US20161,"Riley County, Kansas",51098
0500000US20163,"Rooks County, Kansas",51362
0500000US20165,"Rush County, Kansas",46333
0500000US20167,"Russell County, Kansas",50630
0500000US20169,"Saline County, Kansas",51830
0500000US20171,"Scott County, Kansas",55625
0500000US20173,"Sedgwick County, Kansas",57540
0500000US20175,"Seward County, Kansas",49395
0500000US20177,"Shawnee County, Kansas",58652
0500000US20179,"Sheridan County, Kansas",62105
0500000US20181,"Sherman County, Kansas",57005
0500000US20183,"Smith County, Kansas",42098
0500000US20185,"Stafford County, Kansas",51857
0500000US20187,"Stanton County, Kansas",57741
0500000US20189,"Stevens County, Kansas",59044
0500000US20191,"Sumner County, Kansas",53578
0500000US20193,"Thomas County, Kansas",68313
0500000US20195,"Trego County, Kansas",59420
0500000US20197,"Wabaunsee County, Kansas",65742
0500000US20199,"Wallace County, Kansas",49632
0500000US20201,"Washington County, Kansas",52172
0500000US20203,"Wichita County, Kansas",58299
0500000US20205,"Wilson County, Kansas",49682
0500000US20207,"Woodson County, Kansas",42692
0500000US20209,"Wyandotte County, Kansas",48093
0500000US21001,"Adair County, Kentucky",43026
0500000US21003,"Allen County, Kentucky",44180
0500000US21005,"Anderson County, Kentucky",54413
0500000US21007,"Ballard County, Kentucky",45517
0500000US21009,"Barren County, Kentucky",41674
0500000US21011,"Bath County, Kentucky",44893
0500000US21013,"Bell County, Kentucky",28442
0500000US21015,"Boone County, Kentucky",82838
0500000US21017,"Bourbon County, Kentucky",47024
0500000US21019,"Boyd County, Kentucky",51019
0500000US21021,"Boyle County, Kentucky",51562
0500000US21023,"Bracken County, Kentucky",60053
0500000US21025,"Breathitt County, Kentucky",29538
0500000US21027,"Breckinridge County, Kentucky",47236
0500000US21029,"Bullitt County, Kentucky",65531
0500000US21031,"Butler County, Kentucky",45955
0500000US21033,"Caldwell County, Kentucky",48281
0500000US21035,"Calloway County, Kentucky",41841
0500000US21037,"Campbell County, Kentucky",63152
0500000US21039,"Carlisle County, Kentucky",41222
0500000US21041,"Carroll County, Kentucky",41014
0500000US21043,"Carter County, Kentucky",39492
0500000US21045,"Casey County, Kentucky",33004
0500000US21047,"Christian County, Kentucky",44279
0500000US21049,"Clark County, Kentucky",54871
0500000US21051,"Clay County, Kentucky",27479
0500000US21053,"Clinton County, Kentucky",33092
0500000US21055,"Crittenden County, Kentucky",46354
0500000US21057,"Cumberland County, Kentucky",35030
0500000US21059,"Daviess County, Kentucky",54881
0500000US21061,"Edmonson County, Kentucky",44229
0500000US21063,"Elliott County, Kentucky",36950
0500000US21065,"Estill County, Kentucky",32800
0500000US21067,"Fayette County, Kentucky",58954
0500000US21069,"Fleming County, Kentucky",42087
0500000US21071,"Floyd County, Kentucky",35096
0500000US21073,"Franklin County, Kentucky",59056
0500000US21075,"Fulton County, Kentucky",31587
0500000US21077,"Gallatin County, Kentucky",55113
0500000US21079,"Garrard County, Kentucky",55369
0500000US21081,"Grant County, Kentucky",56746
0500000US21083,"Graves County, Kentucky",45614
0500000US21085,"Grayson County, Kentucky",38262
0500000US21087,"Green County, Kentucky",33846
0500000US21089,"Greenup County, Kentucky",52337
0500000US21091,"Hancock County, Kentucky",56265
0500000US21093,"Hardin County, Kentucky",57101
0500000US21095,"Harlan County, Kentucky",28261
0500000US21097,"Harrison County, Kentucky",50270
0500000US21099,"Hart County, Kentucky",39834
0500000US21101,"Henderson County, Kentucky",50471
0500000US21103,"Henry County, Kentucky",52550
0500000US21105,"Hickman County, Kentucky",44063
0500000US21107,"Hopkins County, Kentucky",47014
0500000US21109,"Jackson County, Kentucky",31515
0500000US21111,"Jefferson County, Kentucky",58196
0500000US21113,"Jessamine County, Kentucky",64855
0500000US21115,"Johnson County, Kentucky",38333
0500000US21117,"Kenton County, Kentucky",66541
0500000US21119,"Knott County, Kentucky",32531
0500000US21121,"Knox County, Kentucky",30257
0500000US21123,"Larue County, Kentucky",48495
0500000US21125,"Laurel County, Kentucky",43745
0500000US21127,"Lawrence County, Kentucky",32856
0500000US21129,"Lee County, Kentucky",24699
0500000US21131,"Leslie County, Kentucky",36038
0500000US21133,"Letcher County, Kentucky",33181
0500000US21135,"Lewis County, Kentucky",29844
0500000US21137,"Lincoln County, Kentucky",42231
0500000US21139,"Livingston County, Kentucky",52795
0500000US21141,"Logan County, Kentucky",48912
0500000US21143,"Lyon County, Kentucky",49286
0500000US21145,"McCracken County, Kentucky",47011
0500000US21147,"McCreary County, Kentucky",29499
0500000US21149,"McLean County, Kentucky",54181
0500000US21151,"Madison County, Kentucky",51649
0500000US21153,"Magoffin County, Kentucky",27807
0500000US21155,"Marion County, Kentucky",43587
0500000US21157,"Marshall County, Kentucky",57348
0500000US21159,"Martin County, Kentucky",42894
0500000US21161,"Mason County, Kentucky",46241
0500000US21163,"Meade County, Kentucky",61500
0500000US21165,"Menifee County, Kentucky",46746
0500000US21167,"Mercer County, Kentucky",52312
0500000US21169,"Metcalfe County, Kentucky",40391
0500000US21171,"Monroe County, Kentucky",35078
0500000US21173,"Montgomery County, Kentucky",46998
0500000US21175,"Morgan County, Kentucky",37399
0500000US21177,"Muhlenberg County, Kentucky",45937
0500000US21179,"Nelson County, Kentucky",63032
0500000US21181,"Nicholas County, Kentucky",47665
0500000US21183,"Ohio County, Kentucky",45773
0500000US21185,"Oldham County, Kentucky",103761
0500000US21187,"Owen County, Kentucky",50553
0500000US21189,"Owsley County, Kentucky",29406
0500000US21191,"Pendleton County, Kentucky",56000
0500000US21193,"Perry County, Kentucky",39594
0500000US21195,"Pike County, Kentucky",34700
0500000US21197,"Powell County, Kentucky",41071
0500000US21199,"Pulaski County, Kentucky",40658
0500000US21201,"Robertson County, Kentucky",53074
0500000US21203,"Rockcastle County, Kentucky",38744
0500000US21205,"Rowan County, Kentucky",42754
0500000US21207,"Russell County, Kentucky",41731
0500000US21209,"Scott County, Kentucky",71750
0500000US21211,"Shelby County, Kentucky",72564
0500000US21213,"Simpson County, Kentucky",50159
0500000US21215,"Spencer County, Kentucky",85488
0500000US21217,"Taylor County, Kentucky",50266
0500000US21219,"Todd County, Kentucky",47229
0500000US21221,"Trigg County, Kentucky",50980
0500000US21223,"Trimble County, Kentucky",57589
0500000US21225,"Union County, Kentucky",49812
0500000US21227,"Warren County, Kentucky",54325
0500000US21229,"Washington County, Kentucky",55321
0500000US21231,"Wayne County, Kentucky",37678
0500000US21233,"Webster County, Kentucky",44540
0500000US21235,"Whitley County, Kentucky",39258
0500000US21237,"Wolfe County, Kentucky",22292
0500000US21239,"Woodford County, Kentucky",66442
0500000US22001,"Acadia Parish, Louisiana",44412
0500000US22003,"Allen Parish, Louisiana",48328
0500000US22005,"Ascension Parish, Louisiana",82594
0500000US22007,"Assumption Parish, Louisiana",44742
0500000US22009,"Avoyelles Parish, Louisiana",35530
0500000US22011,"Beauregard Parish, Louisiana",49256
0500000US22013,"Bienville Parish, Louisiana",27815
0500000US22015,"Bossier Parish, Louisiana",55448
0500000US22017,"Caddo Parish, Louisiana",42003
0500000US22019,"Calcasieu Parish, Louisiana",52866
0500000US22021,"Caldwell Parish, Louisiana",40690
0500000US22023,"Cameron Parish, Louisiana",56902
0500000US22025,"Catahoula Parish, Louisiana",40973
0500000US22027,"Claiborne Parish, Louisiana",26849
0500000US22029,"Concordia Parish, Louisiana",36294
0500000US22031,"De Soto Parish, Louisiana",44436
0500000US22033,"East Baton Rouge Parish, Louisiana",56076
0500000US22035,"East Carroll Parish, Louisiana",24551
0500000US22037,"East Feliciana Parish, Louisiana",54187
0500000US22039,"Evangeline Parish, Louisiana",31427
0500000US22041,"Franklin Parish, Louisiana",35759
0500000US22043,"Grant Parish, Louisiana",51449
0500000US22045,"Iberia Parish, Louisiana",50602
0500000US22047,"Iberville Parish, Louisiana",49539
0500000US22049,"Jackson Parish, Louisiana",41760
0500000US22051,"Jefferson Parish, Louisiana",54825
0500000US22053,"Jefferson Davis Parish, Louisiana",42716
0500000US22055,"Lafayette Parish, Louisiana",58761
0500000US22057,"Lafourche Parish, Louisiana",54530
0500000US22059,"LaSalle Parish, Louisiana",51141
0500000US22061,"Lincoln Parish, Louisiana",36496
0500000US22063,"Livingston Parish, Louisiana",67365
0500000US22065,"Madison Parish, Louisiana",32585
0500000US22067,"Morehouse Parish, Louisiana",33780
0500000US22069,"Natchitoches Parish, Louisiana",30625
0500000US22071,"Orleans Parish, Louisiana",43258
0500000US22073,"Ouachita Parish, Louisiana",44934
0500000US22075,"Plaquemines Parish, Louisiana",65234
0500000US22077,"Pointe Coupee Parish, Louisiana",44201
0500000US22079,"Rapides Parish, Louisiana",48013
0500000US22081,"Red River Parish, Louisiana",33817
0500000US22083,"Richland Parish, Louisiana",40491
0500000US22085,"Sabine Parish, Louisiana",39755
0500000US22087,"St. Bernard Parish, Louisiana",47873
0500000US22089,"St. Charles Parish, Louisiana",68113
0500000US22091,"St. Helena Parish, Louisiana",45063
0500000US22093,"St. James Parish, Louisiana",53209
0500000US22095,"St. John the Baptist Parish, Louisiana",55429
0500000US22097,"St. Landry Parish, Louisiana",40859
0500000US22099,"St. Martin Parish, Louisiana",48884
0500000US22101,"St. Mary Parish, Louisiana",40218
0500000US22103,"St. Tammany Parish, Louisiana",70730
0500000US22105,"Tangipahoa Parish, Louisiana",48745
0500000US22107,"Tensas Parish, Louisiana",29767
0500000US22109,"Terrebonne Parish, Louisiana",52224
0500000US22111,"Union Parish, Louisiana",45094
0500000US22113,"Vermilion Parish, Louisiana",52219
0500000US22115,"Vernon Parish, Louisiana",50267
0500000US22117,"Washington Parish, Louisiana",39185
0500000US22119,"Webster Parish, Louisiana",30324
0500000US22121,"West Baton Rouge Parish, Louisiana",67813
0500000US22123,"West Carroll Parish, Louisiana",42545
0500000US22125,"West Feliciana Parish, Louisiana",59688
0500000US22127,"Winn Parish, Louisiana",37764
0500000US23001,"Androscoggin County, Maine",55002
0500000US23003,"Aroostook County, Maine",43791
0500000US23005,"Cumberland County, Maine",76014
0500000US23007,"Franklin County, Maine",51630
0500000US23009,"Hancock County, Maine",58345
0500000US23011,"Kennebec County, Maine",55368
0500000US23013,"Knox County, Maine",57794
0500000US23015,"Lincoln County, Maine",58125
0500000US23017,"Oxford County, Maine",49761
0500000US23019,"Penobscot County, Maine",52128
0500000US23021,"Piscataquis County, Maine",42083
0500000US23023,"Sagadahoc County, Maine",68039
0500000US23025,"Somerset County, Maine",45382
0500000US23027,"Waldo County, Maine",58034
0500000US23029,"Washington County, Maine",44847
0500000US23031,"York County, Maine",68932
0500000US24001,"Allegany County, Maryland",49449
0500000US24003,"Anne Arundel County, Maryland",103225
0500000US24005,"Baltimore County, Maryland",78724
0500000US24009,"Calvert County, Maryland",112696
0500000US24011,"Caroline County, Maryland",59042
0500000US24013,"Carroll County, Maryland",99569
0500000US24015,"Cecil County, Maryland",79415
0500000US24017,"Charles County, Maryland",103678
0500000US24019,"Dorchester County, Maryland",52799
0500000US24021,"Frederick County, Maryland",100685
0500000US24023,"Garrett County, Maryland",54542
0500000US24025,"Harford County, Maryland",94003
0500000US24027,"Howard County, Maryland",124042
0500000US24029,"Kent County, Maryland",60208
0500000US24031,"Montgomery County, Maryland",111812
0500000US24033,"Prince George's County, Maryland",86994
0500000US24035,"Queen Anne's County, Maryland",96467
0500000US24037,"St. Mary's County, Maryland",95864
0500000US24039,"Somerset County, Maryland",44980
0500000US24041,"Talbot County, Maryland",73102
0500000US24043,"Washington County, Maryland",63510
0500000US24045,"Wicomico County, Maryland",60366
0500000US24047,"Worcester County, Maryland",65396
0500000US24510,"Baltimore city, Maryland",52164
0500000US25001,"Barnstable County, Massachusetts",76863
0500000US25003,"Berkshire County, Massachusetts",62166
0500000US25005,"Bristol County, Massachusetts",71450
0500000US25007,"Dukes County, Massachusetts",77318
0500000US25009,"Essex County, Massachusetts",82225
0500000US25011,"Franklin County, Massachusetts",61198
0500000US25013,"Hampden County, Massachusetts",57623
0500000US25015,"Hampshire County, Massachusetts",73518
0500000US25017,"Middlesex County, Massachusetts",106202
0500000US25019,"Nantucket County, Massachusetts",112306
0500000US25021,"Norfolk County, Massachusetts",105320
0500000US25023,"Plymouth County, Massachusetts",92906
0500000US25025,"Suffolk County, Massachusetts",74881
0500000US25027,"Worcester County, Massachusetts",77155
0500000US26001,"Alcona County, Michigan",43341
0500000US26003,"Alger County, Michigan",45184
0500000US26005,"Allegan County, Michigan",65071
0500000US26007,"Alpena County, Michigan",42603
0500000US26009,"Antrim County, Michigan",57256
0500000US26011,"Arenac County, Michigan",45679
0500000US26013,"Baraga County, Michigan",46581
0500000US26015,"Barry County, Michigan",65557
0500000US26017,"Bay County, Michigan",48290
0500000US26019,"Benzie County, Michigan",64257
0500000US26021,"Berrien County, Michigan",52500
0500000US26023,"Branch County, Michigan",52782
0500000US26025,"Calhoun County, Michigan",50219
0500000US26027,"Cass County, Michigan",57514
0500000US26029,"Charlevoix County, Michigan",60433
0500000US26031,"Cheboygan County, Michigan",49624
0500000US26033,"Chippewa County, Michigan",50454
